job_uid,title,company,location,url,source,first_seen,last_seen,emailed
smartrecruiters:744000145514507,Product Designer (UX/UI) - Base44,Wix,"Tel Aviv, , Israel",https://jobs.smartrecruiters.com/Wix2/744000145514507,smartrecruiters,2026-08-29,2026-09-05,1
smartrecruiters:744000145186399,Customer Success Manager ,Check Point,"Tel Aviv-Yafo, Tel Aviv District, Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000145186399,smartrecruiters,2026-08-24,2026-08-29,1
ashby:20e2b32e-24ff-4c45-b442-f60de4574926,Product Manager,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/20e2b32e-24ff-4c45-b442-f60de4574926,ashby,2026-08-24,2026-09-05,1
workday:/job/Israel-Tel-Aviv/Product-Management-and-Configuration-Engineer_JR2023537,Product Management and Configuration Engineer,Nvidia,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Product-Management-and-Configuration-Engineer_JR2023537,workday,2026-08-24,2026-08-24,1
greenhouse:4958600101,Alliance Partner Manager,ScaleOps,Tel Aviv,https://job-boards.eu.greenhouse.io/scaleops/jobs/4958600101,greenhouse,2026-08-23,2026-09-05,1
greenhouse:8152015,"Product Designer, Growth-Maternity Leave Replacement",Similarweb,"Tel Aviv-Yafo, Israel",https://job-boards.greenhouse.io/similarweb/jobs/8152015,greenhouse,2026-08-23,2026-09-05,1
smartrecruiters:744000145034373,Creative Product Marketing Manager - Base44,Wix,"Tel Aviv-Yafo, Tel Aviv District, Israel",https://jobs.smartrecruiters.com/Wix2/744000145034373,smartrecruiters,2026-08-23,2026-09-05,1
greenhouse:8692870002,Partner Development Manager,AppsFlyer,Herzliya,https://careers.appsflyer.com/jobs/position/8692870002?gh_jid=8692870002,greenhouse,2026-08-22,2026-09-05,1
comeet:36.076,Office & Operations Manager,Aqua Security,"Ramat-Gan, Israel",https://www.aquasec.com/about-us/careers/co/ramat-gan-israel/36.076/office-operations-manager/all/,comeet,2026-08-22,2026-09-05,1
greenhouse:4949427101,Facilities Operations Specialist,Cato Networks,"Tel Aviv District, Israel",https://www.catonetworks.com/careers/careers-post/4949427101?gh_jid=4949427101,greenhouse,2026-08-22,2026-09-05,1
greenhouse:4920920101,Technical Program Manager,Cato Networks,"Tel Aviv District, Israel",https://www.catonetworks.com/careers/careers-post/4920920101?gh_jid=4920920101,greenhouse,2026-08-22,2026-08-24,1
ashby:504d6529-50bf-4607-95aa-e90cc5d0eb31,"Product Manager, Security",Chainalysis,Tel Aviv Office,https://jobs.ashbyhq.com/chainalysis-careers/504d6529-50bf-4607-95aa-e90cc5d0eb31,ashby,2026-08-22,2026-08-31,1
smartrecruiters:744000144047804,Threat Intelligence Operations Analyst- Student Position,Check Point,"Tel Aviv-Yafo, Tel Aviv District, Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000144047804,smartrecruiters,2026-08-22,2026-08-22,1
smartrecruiters:744000142510609,Operation Group Manager SMB area,Check Point,"Tel Aviv/ Hybrid (Israel), , Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000142510609,smartrecruiters,2026-08-22,2026-09-05,1
smartrecruiters:744000141905479,Hardware Project Manager,Check Point,"Tel Aviv-Yafo, Tel Aviv District, Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000141905479,smartrecruiters,2026-08-22,2026-08-24,1
smartrecruiters:744000141904669,Global Revenue Operations Project manager,Check Point,"Tel Aviv/ Hybrid (Israel), , Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000141904669,smartrecruiters,2026-08-22,2026-09-05,1
smartrecruiters:744000139285989,Procurement Manager,Check Point,"Tel Aviv-Yafo, Tel Aviv District, Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000139285989,smartrecruiters,2026-08-22,2026-09-05,1
smartrecruiters:744000138137830,Web Dev/Marketing Operations Manager,Check Point,"Tel Aviv/ Hybrid (Israel), , Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000138137830,smartrecruiters,2026-08-22,2026-08-31,1
smartrecruiters:744000138033779,Product Manager-Cyber Threat Prevention,Check Point,"Tel Aviv/ Hybrid (Israel), , Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000138033779,smartrecruiters,2026-08-22,2026-08-31,1
smartrecruiters:744000138031859,Major Account Manager,Check Point,"Tel Aviv, , Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000138031859,smartrecruiters,2026-08-22,2026-08-29,1
smartrecruiters:744000138028644,"Technical Customer Success Manager, Endpoint Security",Check Point,"Tel Aviv/ Hybrid (Israel), , Israel",https://jobs.smartrecruiters.com/CheckPointSoftwareTechnologies2/744000138028644,smartrecruiters,2026-08-22,2026-08-22,1
comeet:9C.D6C,AI Project Manager,Comm-IT,Haifa,https://www.comm-it.com/commit-jobs#career-sec,comeet,2026-08-22,2026-09-05,1
comeet:6E.E66,Cloud Partner & Alliance Manager,Comm-IT,HQ,https://www.comeet.com/jobs/comm-it/76.008/cloud-partner--alliance-manager/6E.E66?token=67826D067833C0CF002D48020581368&company-uid=76.008&company-name=Commit&candidate-source-storage=true&embedded=true&version=rc-307-5&referrer=https:%2F%2Fwww.linkedin.com%2F&coref=undefined&pageUrl=https%253A%252F%252Fwww.comm-it.com%252Fcommit-jobs&urlWithCompanyName=true,comeet,2026-08-22,2026-09-05,1
comeet:DD.07A,Product Director,Comm-IT,HQ,https://www.comm-it.com/commit-jobs#career-sec,comeet,2026-08-22,2026-09-05,1
comeet:74.D65,Product Manager,Comm-IT,HQ,https://www.comm-it.com/commit-jobs#career-sec,comeet,2026-08-22,2026-09-03,1
comeet:A5.D62,Software Project Manager,Comm-IT,Petah Tikva,https://www.comm-it.com/commit-jobs#career-sec,comeet,2026-08-22,2026-09-05,1
comeet:98.96C,מנהל/ת פרויקטים,Comm-IT,Herzliya,https://www.comm-it.com/commit-jobs#career-sec,comeet,2026-08-22,2026-09-05,1
comeet:E4.F6C,"Digital Consumer Strategy, Product & AI Manager",Deloitte IL,Tel-Aviv,https://careers.deloitte.co.il/position/e4-f6c-en/,comeet,2026-08-22,2026-09-05,1
comeet:C9.961,Marketing Automation Specialist,Deloitte IL,Tel-Aviv,https://careers.deloitte.co.il/position/c9-961-en/,comeet,2026-08-22,2026-09-05,1
comeet:A5.076,Office & Facilities Manager,Empathy,"Tel Aviv, Israel",https://www.empathy.com/careers/office-facilities-manager.A5.076,comeet,2026-08-22,2026-09-05,1
greenhouse:4702155006,"Product Manager , Developer Experience",Fireblocks,"Tel Aviv-Yafo, Tel Aviv District, Israel",https://www.fireblocks.com/careers/position?gh_jid=4702155006,greenhouse,2026-08-22,2026-09-01,1
comeet:5B.D66,Director of Marketplace Growth,Fiverr,Tel Aviv,https://www.fiverr.com/jobs/NUIuRDY2,comeet,2026-08-22,2026-09-05,1
comeet:4A.C69,Director Of Procurement,Fiverr,Tel Aviv,https://www.fiverr.com/jobs/NEEuQzY5,comeet,2026-08-22,2026-09-05,1
comeet:F4.71E,Program Manager - CTO Office (Maternity Leave Replacement),Fiverr,Tel Aviv,https://www.fiverr.com/jobs/RjQuNzFF,comeet,2026-08-22,2026-09-03,1
comeet:F6.B68,Creative Strategist,Guardio,"Tel-Aviv, Israel",https://guard.io/careers,comeet,2026-08-22,2026-09-05,1
comeet:A1.E67,Customer Experience Specialist,Guardio,"Tel-Aviv, Israel",https://guard.io/careers,comeet,2026-08-22,2026-08-24,1
comeet:9D.C53,Product Growth Manager,Guardio,"Tel-Aviv, Israel",https://guard.io/careers,comeet,2026-08-22,2026-09-05,1
comeet:9D.C56,Product Manager - Technical Growth,Guardio,"Tel-Aviv, Israel",https://guard.io/careers,comeet,2026-08-22,2026-09-05,1
comeet:0D.07A,Technical Project Manager,Guardio,"Tel-Aviv, Israel",https://guard.io/careers,comeet,2026-08-22,2026-09-05,1
comeet:FB.D62,User Acquisition Manager,Guardio,"Tel-Aviv, Israel",https://guard.io/careers,comeet,2026-08-22,2026-09-05,1
comeet:AD.F6E,User Acquisition Manager - Mobile,Guardio,"Tel-Aviv, Israel",https://guard.io/careers,comeet,2026-08-22,2026-09-01,1
ashby:084c91fa-bb97-4fe4-a359-15bb99b087d4,People Operations Specialist - Maternity Leave Coverage,HUMAN,"Tel Aviv, Israel",https://jobs.ashbyhq.com/human/084c91fa-bb97-4fe4-a359-15bb99b087d4,ashby,2026-08-22,2026-09-01,1
workday:/job/Israel-Haifa/AI-Product-Analyst-student-for-AI-Solutions-Group_JR0284923,AI Product Analyst student for AI Solutions Group,Intel,"Israel, Haifa",https://intel.wd1.myworkdayjobs.com/External/job/Israel-Haifa/AI-Product-Analyst-student-for-AI-Solutions-Group_JR0284923,workday,2026-08-22,2026-09-05,1
greenhouse:8104833,IS Product Manager,JFrog,"Tel Aviv/ Netanya, Israel",https://join.jfrog.com/job/?job=8104833&gh_jid=8104833,greenhouse,2026-08-22,2026-09-05,1
greenhouse:8131976,Marketing Coordinator,JFrog,"Tel Aviv/ Netanya, Israel",https://join.jfrog.com/job/?job=8131976&gh_jid=8131976,greenhouse,2026-08-22,2026-09-05,1
greenhouse:8118681,Sales Program Manager,JFrog,tel aviv,https://join.jfrog.com/job/?job=8118681&gh_jid=8118681,greenhouse,2026-08-22,2026-09-05,1
greenhouse:8102637,SMB Account Manager,JFrog,"Tel Aviv/ Netanya, Israel",https://join.jfrog.com/job/?job=8102637&gh_jid=8102637,greenhouse,2026-08-22,2026-08-29,1
comeet:B0.E68,העסקה באמצעות פותחים עתיד - רכז/ת ישובי/ת,Jewish Agency,שלומי,https://careers.jewishagency.org/career/%d7%94%d7%a2%d7%a1%d7%a7%d7%94-%d7%91%d7%90%d7%9e%d7%a6%d7%a2%d7%95%d7%aa-%d7%a4%d7%95%d7%aa%d7%97%d7%99%d7%9d-%d7%a2%d7%aa%d7%99%d7%93-%d7%a8%d7%9b%d7%96-%d7%aa-%d7%99%d7%a9%d7%95%d7%91%d7%99/,comeet,2026-08-22,2026-09-05,1
comeet:6D.F6D,מנהל/ת מיזם מעגל משפחתי,Jewish Agency,קדמה,https://careers.jewishagency.org/career/%d7%9e%d7%a0%d7%94%d7%9c-%d7%aa-%d7%9e%d7%99%d7%96%d7%9d-%d7%9e%d7%a2%d7%92%d7%9c-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99/?fbclid=IwY2xjawT2Ut9wZG9mBWV4dG4DYWVtAjExAHNydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHrdYYx0WGBrQ5yW8sF8DdwmV5qq3toyPMQbLbz1fZw1rJ4-TyX4_y3o_pW_o_aem_RLshaDcbSyrqTY9l3DIcyg,comeet,2026-08-22,2026-08-22,1
comeet:E6.A6E,"רכז/ת משאבי אנוש ופרויקטים (חו""ל)",Jewish Agency,ירושלים,https://careers.jewishagency.org/career/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%9e%d7%a9%d7%90%d7%91%d7%99-%d7%90%d7%a0%d7%95%d7%a9-%d7%95%d7%a4%d7%a8%d7%95%d7%99%d7%a7%d7%98%d7%99%d7%9d-%d7%97%d7%95%d7%9c/,comeet,2026-08-22,2026-09-05,1
comeet:7B.F63,רכז/ת פרויקט דילר שותפות אשקלון - בולטימור - 75% משרה,Jewish Agency,אשקלון,https://careers.jewishagency.org/career/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%a4%d7%a8%d7%95%d7%99%d7%a7%d7%98-%d7%93%d7%99%d7%9c%d7%a8-%d7%a9%d7%95%d7%aa%d7%a4%d7%95%d7%aa-%d7%90%d7%a9%d7%a7%d7%9c%d7%95%d7%9f-%d7%91%d7%95%d7%9c%d7%98%d7%99%d7%9e/,comeet,2026-08-22,2026-08-24,1
comeet:7D.C66,רכז/ת קשרי גומלין וחינוך קרית גת,Jewish Agency,קרית גת,https://careers.jewishagency.org/career/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%a7%d7%a9%d7%a8%d7%99-%d7%92%d7%95%d7%9e%d7%9c%d7%99%d7%9f-%d7%95%d7%97%d7%99%d7%a0%d7%95%d7%9a-%d7%a7%d7%a8%d7%99%d7%aa-%d7%92%d7%aa/,comeet,2026-08-22,2026-09-05,1
comeet:54.F68,רכז/ת קשרי גומלין נשר,Jewish Agency,נשר,https://careers.jewishagency.org/career/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%a7%d7%a9%d7%a8%d7%99-%d7%92%d7%95%d7%9e%d7%9c%d7%99%d7%9f-%d7%a0%d7%a9%d7%a8/,comeet,2026-08-22,2026-08-24,1
comeet:40.F6B,"רכז/ת תפעול כספים חו""ל",Jewish Agency,ירושלים,https://careers.jewishagency.org/career/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%aa%d7%a4%d7%a2%d7%95%d7%9c-%d7%9b%d7%a1%d7%a4%d7%99%d7%9d-%d7%97%d7%95%d7%9c/,comeet,2026-08-22,2026-09-05,1
comeet:9D.66C,רכז/ת תפעול צפון,Jewish Agency,נשר,https://careers.jewishagency.org/career/%d7%a8%d7%9b%d7%96-%d7%aa-%d7%aa%d7%a4%d7%a2%d7%95%d7%9c-%d7%a6%d7%a4%d7%95%d7%9f/,comeet,2026-08-22,2026-09-05,1
comeet:78.F60,Enterprise Customer Success Manager,Justt,Justt TLV,https://justt.ai/job/enterprise-customer-success-manager-2/,comeet,2026-08-22,2026-08-29,1
ashby:e65d37ac-b4be-4709-b631-d6be8516984d,"IT Manager, AI Ops",Lemonade,TLV,https://jobs.ashbyhq.com/lemonade/e65d37ac-b4be-4709-b631-d6be8516984d,ashby,2026-08-22,2026-09-05,1
greenhouse:8725623002,B2B Demand Generation Manager,Lightricks,Jerusalem,https://careers.lightricks.com/position?gh_jid=8725623002&gh_jid=8725623002,greenhouse,2026-08-22,2026-08-24,1
greenhouse:8644790002,Commercial Operations Analyst,Lightricks,Jerusalem,https://careers.lightricks.com/position?gh_jid=8644790002&gh_jid=8644790002,greenhouse,2026-08-22,2026-08-24,1
workday:/job/Ramat-Gan-Israel/Senior-Specialist--Implementation_R-270357,"Manager, Market Delivery",Mastercard,"Ramat-Gan, Israel",https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Ramat-Gan-Israel/Senior-Specialist--Implementation_R-270357,workday,2026-08-22,2026-08-24,1
comeet:30.F6B,Customer Success Manager,Max Security,Tel Aviv Yaffo,https://www.max-security.com/careers-single/co/tel-aviv-yaffo/30.F6B/customer-success-manager/all/,comeet,2026-08-22,2026-08-29,1
comeet:F6.D67,Marketing Manager,Max Security,Tel Aviv Yaffo,https://www.max-security.com/careers-single/co/tel-aviv-yaffo/F6.D67/marketing-manager/all/,comeet,2026-08-22,2026-09-05,1
comeet:1D.256,Account Manager,Mine,Tel-Aviv,https://mineos.ai/careers,comeet,2026-08-22,2026-08-29,1
comeet:2F.F63,Ad Ops Manager,Minute Media,Tel Aviv,https://www.comeet.com/jobs/minutemedia/45.00A/ad-ops-manager/2F.F63,comeet,2026-08-22,2026-09-05,1
comeet:E4.C6C,Technical Account Manager,Minute Media,Tel Aviv,https://www.minutemedia.com/company/careers,comeet,2026-08-22,2026-08-29,1
greenhouse:8732366002,"Operations Manager, Oasis",Mixtiles,Tel-Aviv,https://www.mixtiles.com/positions/8732366002?gh_jid=8732366002,greenhouse,2026-08-22,2026-09-05,1
ashby:782e0dd3-34c2-4d36-b1c7-eb59340858eb,Marketing Data Analyst,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/782e0dd3-34c2-4d36-b1c7-eb59340858eb,ashby,2026-08-22,2026-09-05,1
ashby:d0d25d4b-9493-41a3-9eb1-7d0ac54ac89e,Product Economy Manager,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/d0d25d4b-9493-41a3-9eb1-7d0ac54ac89e,ashby,2026-08-22,2026-09-05,1
ashby:97952ab6-4175-4727-8c16-914895df3726,Mobile User Acquisition Manager,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/97952ab6-4175-4727-8c16-914895df3726,ashby,2026-08-22,2026-09-05,1
ashby:1bf17c68-9808-4e48-943b-7c76d75a3803,Product Monetization Manager,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/1bf17c68-9808-4e48-943b-7c76d75a3803,ashby,2026-08-22,2026-09-05,1
ashby:7d9ea95d-4eda-405f-a525-229092a6b989,Junior User Acquisition Manager,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/7d9ea95d-4eda-405f-a525-229092a6b989,ashby,2026-08-22,2026-09-05,1
ashby:ad3f690a-ac95-4a7e-af5e-3b373775cc69,Product Manager,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/ad3f690a-ac95-4a7e-af5e-3b373775cc69,ashby,2026-08-22,2026-08-23,1
ashby:6140b3a4-417d-4aa4-a19e-808b8faf17f0,Product UX Designer,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/6140b3a4-417d-4aa4-a19e-808b8faf17f0,ashby,2026-08-22,2026-09-05,1
ashby:c1b1b08c-eb05-46d1-bc85-a1d6098e8599,Technical Operations Manager,Moon Active,Tel Aviv,https://jobs.ashbyhq.com/moonactive/c1b1b08c-eb05-46d1-bc85-a1d6098e8599,ashby,2026-08-22,2026-09-05,1
comeet:43.F61,Business Development Manager,Natural Intelligence,Tel Aviv,https://www.naturalint.com/jobs/co/tel-aviv/43.F61/business-development-manager/all/,comeet,2026-08-22,2026-09-05,1
comeet:B9.E63,Director of Product Design,Natural Intelligence,Tel Aviv,https://www.naturalint.com/jobs/co/tel-aviv/B9.E63/director-of-product-design/all/,comeet,2026-08-22,2026-09-05,1
comeet:AC.D65,Marketing Analyst,Natural Intelligence,Tel Aviv,https://www.naturalint.com/jobs/co/tel-aviv/AC.D65/marketing-analyst/all/,comeet,2026-08-22,2026-08-30,1
greenhouse:4950724101,Customer Success Manager,Optimove,Tel Aviv ,https://job-boards.eu.greenhouse.io/optimove/jobs/4950724101,greenhouse,2026-08-22,2026-08-29,1
greenhouse:8067187,Growth Operations Manager - Temporary Position,Payoneer,"Herzliya, Tel Aviv District, Israel",https://www.payoneer.com/careers/position/8067187/?gh_jid=8067187,greenhouse,2026-08-22,2026-08-23,1
greenhouse:4944157101,Monetization Operations Specialist,Playtika,Herzliya; Israel,https://www.playtika.com/position/?gh_jid=4944157101,greenhouse,2026-08-22,2026-09-05,1
comeet:3C.86D,User Acquisition Manager,Riverside,Israel,https://careers.riverside.com/careers/user-acquisition-manager,comeet,2026-08-22,2026-09-05,1
greenhouse:4355685009,Product Manager - Connectors and AI Infrastructure,SafeBreach,"Tel Aviv-Yafo, Israel",https://job-boards.greenhouse.io/safebreach/jobs/4355685009,greenhouse,2026-08-22,2026-09-05,1
greenhouse:4919307101,Account Manager,ScaleOps,Tel Aviv,https://job-boards.eu.greenhouse.io/scaleops/jobs/4919307101,greenhouse,2026-08-22,2026-08-29,1
greenhouse:4921333101,Product Designer,ScaleOps,Tel Aviv,https://job-boards.eu.greenhouse.io/scaleops/jobs/4921333101,greenhouse,2026-08-22,2026-09-05,1
greenhouse:4919672101,Product Manager ,ScaleOps,Tel Aviv,https://job-boards.eu.greenhouse.io/scaleops/jobs/4919672101,greenhouse,2026-08-22,2026-09-05,1
greenhouse:4930924101,Product Marketing Manager ,ScaleOps,Tel Aviv,https://job-boards.eu.greenhouse.io/scaleops/jobs/4930924101,greenhouse,2026-08-22,2026-09-05,1
greenhouse:4930936101,Technical Account Manager,ScaleOps,Tel Aviv,https://job-boards.eu.greenhouse.io/scaleops/jobs/4930936101,greenhouse,2026-08-22,2026-08-29,1
greenhouse:8101800,Product Marketing Manager- Retail & CPG Industry,Similarweb,Tel Aviv,https://job-boards.greenhouse.io/similarweb/jobs/8101800,greenhouse,2026-08-22,2026-09-05,1
greenhouse:8073774,Technical Account Manager,Sisense,"Tel Aviv-Yafo, Gush Dan, Israel",https://www.sisense.com/about/careers/8073774?gh_jid=8073774,greenhouse,2026-08-22,2026-08-29,1
ashby:a0a0f39a-ad0a-4137-b0ec-9760e574ba4b,Customer Success Manager,Sweep,Tel Aviv,https://jobs.ashbyhq.com/sweep/a0a0f39a-ad0a-4137-b0ec-9760e574ba4b,ashby,2026-08-22,2026-08-29,1
greenhouse:8025594,Ad Operation Specialist,Taboola,"Tel Aviv, Israel",https://www.taboola.com/careers/job/8025594?gh_jid=8025594,greenhouse,2026-08-22,2026-08-22,1
greenhouse:8030531,Advertiser Account Manager (Domestic Market)- Maternity leave replacement,Taboola,"Tel Aviv, Israel",https://www.taboola.com/careers/job/8030531?gh_jid=8030531,greenhouse,2026-08-22,2026-08-22,1
greenhouse:8079088,Creative Strategist - Maternity Leave Replacement / Contractor,Taboola,"Tel Aviv, Israel",https://www.taboola.com/careers/job/8079088?gh_jid=8079088,greenhouse,2026-08-22,2026-09-05,1
greenhouse:8131734,Programatic account Manager- Maternity Leave Cover),Taboola,"Tel Aviv, Israel",https://www.taboola.com/careers/job/8131734?gh_jid=8131734,greenhouse,2026-08-22,2026-08-29,1
greenhouse:8081120,Programmatic Operations Manager- Temp,Taboola,"Tel Aviv, Israel",https://www.taboola.com/careers/job/8081120?gh_jid=8081120,greenhouse,2026-08-22,2026-09-05,1
greenhouse:8059153,Technical Account Manager- Temp,Taboola,"Tel Aviv, Israel",https://www.taboola.com/careers/job/8059153?gh_jid=8059153,greenhouse,2026-08-22,2026-08-24,1
comeet:82.E6A,Customer Experience Associate,Tailor Brands,https://www.tailorbrands.com/careers,https://www.tailorbrands.com/career/co/https-www-tailorbrands-com-careers/82.E6A/customer-experience-associate/all,comeet,2026-08-22,2026-08-29,1
comeet:E2.E60,Marketing & Brand Designer - Maternity Cover,Tailor Brands,https://www.tailorbrands.com/careers,https://www.tailorbrands.com/career/co/https-www-tailorbrands-com-careers/E2.E60/marketing-brand-designer-maternity-cover/all,comeet,2026-08-22,2026-09-05,1
greenhouse:6147498004,Product Manager - Agentic AI,Torq,Tel Aviv,https://job-boards.greenhouse.io/torq/jobs/6147498004,greenhouse,2026-08-22,2026-09-05,1
lever:a6e57bde-d152-445b-aec9-8e356dacee8e,Product Analyst (Temporary Position),WalkMe,Tel Aviv,https://jobs.lever.co/walkme/a6e57bde-d152-445b-aec9-8e356dacee8e,lever,2026-08-22,2026-08-30,1
smartrecruiters:744000144516905,Operation Manager (Temp) - Channels   ,Wix,"Tel Aviv, , Israel",https://jobs.smartrecruiters.com/Wix2/744000144516905,smartrecruiters,2026-08-22,2026-08-22,1
smartrecruiters:744000144059200,Brand Designer,Wix,"Tel Aviv, , Israel",https://jobs.smartrecruiters.com/Wix2/744000144059200,smartrecruiters,2026-08-22,2026-09-05,1
